V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	specific_association	lib	V2			
KJ173785.1_117_1295_1	2140	1023	0.447985236	TRUE	5.12622645	90	4.902233832	29.18918919	Pygoscelis_adeliae_asspcoated	ncbi	Avian	Avian	Pygoscelis_adeliae_asspcoated	Pygoscelis_adeliae_asspcoated	KJ173785.1	Other			
MF168943.1_72_1250_1	2140	1022	0.437843616	TRUE	5.11608483	89	4.897163022	28.86486486	Pygoscelis_adeliae_asspcoated	ncbi	Avian	Avian	Pygoscelis_adeliae_asspcoated	Pygoscelis_adeliae_asspcoated	MF168943.1	Other			
AF420235.1_81_1253_1	2152	1040	0.516976505	TRUE	4.515152788	73	4.256664536	23.67567568	Psittacus_erithacus_timneh_associated	ncbi	Avian	Avian	Psittacus_erithacus_timneh_associated	Psittacus_erithacus_timneh_associated	AF420235.1	Other			
BK066545.1_63_1247_1	1284	150	0.140776456	TRUE	6.075683103	784	6.005294875	254.2702703	Numida_associated	ncbi	Avian	Avian	Numida_associated	Numida_associated	BK066545.1	Other			
SRR7530174_17519_	2141	1024	0.420586632	TRUE	5.075591628	86	4.865298312	27.89189189	Nipponia_nippon_associated	novel	Avian	Avian	Nipponia_nippon_associated	Nipponia_nippon_associated	SRR7530174	GENOMIC			
BK066727.1_186_1376_1	2150	1037	0.284517126	TRUE	4.60612455	75	4.463865987	24.32432432	Etapapillomavirus	ncbi	Avian	Avian	Luscinia_associated	Luscinia_associated	BK066727.1	Other			
MK620304.1_72_1256_1	2134	1016	0.21641637	TRUE	5.162606885	91	5.0543987	29.51351351	Larus_smithsonianus_associated	ncbi	Avian	Avian	Larus_smithsonianus_associated	Larus_smithsonianus_associated	MK620304.1	Other			
MK620331.1_66_1259_1	2138	1018	0.264763092	TRUE	5.224648567	96	5.092267021	31.13513514	Larus_smithsonianus_associated	ncbi	Avian	Avian	Larus_smithsonianus_associated	Larus_smithsonianus_associated	MK620331.1	Other			
MZ602149.1_66_1355_1	2161	1062	1.561986052	TRUE	5.300607704	36	4.519614678	11.67567568	Larus_occidentalis_associated	ncbi	Avian	Avian	Larus_occidentalis_associated	Larus_occidentalis_associated	MZ602149.1	Other			
MK620328.1_51_1235_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncbi	Avian	Avian	Larus_smithsonianus_associated	Larus_smithsonianus_associated	NA	NA			
MK620332.1_75_1271_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncbi	Avian	Avian	Rissa_tridactyla_associated	Rissa_tridactyla_associated	NA	NA			
SRR20726282Score_645.152_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Avian	Avian	Gallus_gallus_associated	Gallus_gallus_associated	a	NA			
KJ452243.1_54_1178_1	2125	1011	0.423438951	TRUE	5.576361272	100	5.364641797	32.43243243	Fulmarus_glacialis_associated	ncbi	Avian	Avian	Fulmarus_glacialis_associated	Fulmarus_glacialis_associated	KJ452243.1	Other			
AY057109.1_54_1247_1	2151	1036	0.431033127	TRUE	4.846445848	77	4.630929284	24.97297297	Etapapillomavirus	ncbi	Avian	Avian	Fringilla_coelebs	Fringilla_coelebs_associated	AY057109.1	Other			
MK620302.1_300_1484_1	2136	1021	0.290784588	TRUE	5.086681534	94	4.94128924	30.48648649	Fratercula_arctica_associated	ncbi	Avian	Avian	Fratercula_arctica_associated	Fratercula_arctica_associated	MK620302.1	Other			
EU188799.1_99_1289_1	2147	1030	0.090082282	TRUE	4.644461731	84	4.59942059	27.24324324	Dyoepsilonpapillomavirus	ncbi	Avian	Avian	Francolinus_leucoscepus	Francolinus_leucoscepus_associated	EU188799.1	Other			
SRR7287334_9179_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Avian	Avian	Anser_anser_associated	Anser_anser_associated	a	NA			
SRR25648973_196396_	2142	1025	1.03E-06	TRUE	5.040083131	87	5.040082618	28.21621622	Falco_sparverius_associated	novel	Avian	Avian	Falco_sparverius_associated	Falco_sparverius_associated	SRR25648973	Other			
KX147683.1_105_1298_1	2148	1033	0.232042846	TRUE	4.4571739	78	4.341152477	25.2972973	Duck_associated	ncbi	Avian	Avian	Duck_associated	Duck_associated	KX147683.1	Other			
SRR19431669_13553_	2147	1031	0.083516169	TRUE	4.637895618	85	4.596137533	27.56756757	Dendrortyx_leucophrys_associated	novel	Avian	Avian	Dendrortyx_leucophrys_associated	Dendrortyx_leucophrys_associated	SRR19431669	GENOMIC			
OP628184.1_120_1301_1	2152	1039	0.493431352	TRUE	4.491607635	72	4.244891959	23.35135135	Columba_livia_associated	ncbi	Avian	Avian	Columba_livia_associated	Columba_livia_associated	OP628184.1	Other			
SRR25663069_401327_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Avian	Avian	Clanga_hastata_associated	Clanga_hastata_associated	a	NA			
MK620303.1_66_1256_1	2148	1034	0.20216076	TRUE	4.427291815	79	4.326211435	25.62162162	Anas_platyrhynchos_associated	ncbi	Avian	Avian	Anas_platyrhynchos_associated	Anas_platyrhynchos_associated	MK620303.1	Other			
MW888448.1_51_1190_1	2125	1010	0.454910625	TRUE	5.607832947	99	5.380377634	32.10810811	Anas_platyrhynchos_associated	ncbi	Avian	Avian	Anas_platyrhynchos_associated	Anas_platyrhynchos_associated	MW888448.1	Other			
SRR18767723_150562_	2145	1028	0.088750881	TRUE	4.705995803	81	4.661620363	26.27027027	Accipiter_nisus_associated	novel	Avian	Avian	Accipiter_nisus_associated	Accipiter_nisus_associated	SRR18767723	GENOMIC			
ERR3395907Score_636.626_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bacterial	Other	Neisseria_gonorrhoeae_associated	Neisseria_gonorrhoeae_associated	NA	NA			
SRR19115560_2307_	1919	791	0.191797951	TRUE	5.746057879	389	5.650158904	126.1621622	Vespertilio_murinus_associated	novel	Bat	Bat	Vespertilio_murinus_associated	Vespertilio_murinus_associated	SRR19115560	METAGENOMIC			
OR952867.1_51_1235_1	1978	850	0.116745694	TRUE	5.917227085	365	5.858854238	118.3783784	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952867.1	Other			
OR952873.1_51_1229_1	1979	851	0.215559913	TRUE	5.908425486	366	5.80064553	118.7027027	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952873.1	Other			
OR952871.1_93_1265_1	1982	855	0.143015433	TRUE	5.962801988	370	5.891294271	120	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952871.1	Other			
OR952879.1_45_1223_1	1257	132	0.536344415	TRUE	5.470050603	461	5.201878396	149.5135135	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952879.1	Other			
OR952866.1_96_1268_1	1982	854	0.136153723	TRUE	5.955940278	369	5.887863416	119.6756757	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952866.1	Other			
OR952869.1_0_1175_1	1921	797	0.106017201	TRUE	5.673673617	392	5.620665017	127.1351351	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952869.1	Other			
OR952880.1_0_1196_1	1923	795	0.108685758	TRUE	5.737786326	395	5.683443447	128.1081081	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952880.1	Other			
OR952874.1_45_1235_1	2022	899	0.216826173	TRUE	5.135964408	190	5.027551322	61.62162162	Tylonycteris_robustula_associated	ncbi	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	OR952874.1	Other			
SRR25288688_374483_	1922	796	0.078308868	TRUE	5.678004015	393	5.638849581	127.4594595	Tylonycteris_robustula_associated	novel	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	SRR25288688	Other			
SRR25288693_7121_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	NA	NA			
OR952810.1_36_1220_1	2019	896	0.10837622	TRUE	5.373662306	198	5.319474196	64.21621622	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952810.1	Other			
OR952821.1_51_1235_1	1978	849	0.110410936	TRUE	5.910892327	364	5.855686859	118.0540541	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952821.1	Other			
OR952813.1_60_1244_1	2020	895	0.159666301	TRUE	5.481305324	200	5.401472173	64.86486486	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952813.1	Other			
OR952817.1_96_1268_1	1981	853	0.078655944	TRUE	5.877498637	368	5.838170665	119.3513514	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952817.1	Other			
OR952812.1_270_1442_1	1981	852	0.142914751	TRUE	5.941757445	367	5.870300069	119.027027	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952812.1	Other			
OR952808.1_51_1229_1	1977	848	0.18031868	TRUE	5.88114095	363	5.790981611	117.7297297	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952808.1	Other			
OR952809.1_60_1244_1	2020	894	0.100818735	TRUE	5.422457758	199	5.37204839	64.54054054	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952809.1	Other			
OR952815.1_51_1244_1	1969	843	0.186712578	TRUE	5.757911312	342	5.664555023	110.9189189	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952815.1	Other			
SRR2063933_4622_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bat	Bat	Rhinolophus_hipposideros_associated	Rhinolophus_hipposideros_associated	NA	NA			
SRR25288726_79248_	1923	794	0.087676762	TRUE	5.71677733	394	5.672938949	127.7837838	Tylonycteris_pachypus_associated	novel	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	SRR25288726	Other			
SRR7734125_63559_	1857	780	0.541439709	TRUE	5.707026114	400	5.436306259	129.7297297	Taphozous_perforatus_associated	novel	Bat	Bat	Taphozous_perforatus_associated	Taphozous_perforatus_associated	SRR7734125	Other			
OR952884.1_63_1250_1	1851	726	0.614629944	TRUE	6.115924489	294	5.808609517	95.35135135	Taphozous_melanopogon_associated	ncbi	Bat	Bat	Taphozous_melanopogon_associated	Taphozous_melanopogon_associated	OR952884.1	Other			
OR952881.1_54_1265_1	1853	728	0.262148511	TRUE	6.182352202	297	6.051277946	96.32432432	Taphozous_melanopogon_associated	ncbi	Bat	Bat	Taphozous_melanopogon_associated	Taphozous_melanopogon_associated	OR952881.1	Other			
OR952882.1_54_1274_1	1853	727	0.380292012	TRUE	6.300495703	296	6.110349697	96	Taphozous_melanopogon_associated	ncbi	Bat	Bat	Taphozous_melanopogon_associated	Taphozous_melanopogon_associated	OR952882.1	Other			
OR951005.1_12_1205_1	1850	730	0.447079028	TRUE	5.76023647	293	5.536696956	95.02702703	Taphozous_melanopogon_associated	ncbi	Bat	Bat	Taphozous_melanopogon_associated	Taphozous_melanopogon_associated	OR951005.1	Other			
OR952883.1_183_1391_1	1852	729	0.301653217	TRUE	6.025252632	295	5.874426024	95.67567568	Taphozous_melanopogon_associated	ncbi	Bat	Bat	Taphozous_melanopogon_associated	Taphozous_melanopogon_associated	OR952883.1	Other			
SRR25288621_465638_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	NA	NA			
MH230930.1_114_1328_1	1929	803	0.368609711	TRUE	5.995954374	374	5.811649518	121.2972973	Tadarida_brasiliensis_associated	ncbi	Bat	Bat	Tadarida_brasiliensis_associated	Tadarida_brasiliensis_associated	MH230930.1	Other			
MN329804.1_99_1325_1	1913	786	0.187980939	TRUE	5.780282591	380	5.686292121	123.2432432	Tadarida_brasiliensis_associated	ncbi	Bat	Bat	Tadarida_brasiliensis_associated	Tadarida_brasiliensis_associated	MN329804.1	Other			
MW922427.1_63_1286_1	1914	789	0.578390962	TRUE	6.078961845	381	5.789766364	123.5675676	Tadarida_brasiliensis_associated	ncbi	Bat	Bat	Tadarida_brasiliensis_associated	Tadarida_brasiliensis_associated	MW922427.1	Other			
MW922428.1_90_1313_1	1913	785	0.142377598	TRUE	5.73467925	379	5.663490451	122.9189189	Tadarida_brasiliensis_associated	ncbi	Bat	Bat	Tadarida_brasiliensis_associated	Tadarida_brasiliensis_associated	MW922428.1	Other			
OR952826.1_102_1316_1	1920	792	0.20800924	TRUE	5.882884666	390	5.778880046	126.4864865	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952826.1	Other			
OR952828.1_36_1223_1	1965	840	0.274954057	TRUE	5.68664908	337	5.549172052	109.2972973	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952828.1	Other			
OR952776.1_150_1337_1	2021	897	0.258756909	TRUE	5.262050072	192	5.132671618	62.27027027	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952776.1	Other			
OR952778.1_51_1226_1	1975	846	0.213604189	TRUE	6.126483555	361	6.019681461	117.0810811	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952778.1	Other			
OR952835.1_51_1217_1	1985	856	0.094903188	TRUE	5.850005736	356	5.802554143	115.4594595	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952835.1	Other			
OR952775.1_51_1223_1	1994	867	0.083415076	TRUE	6.010383268	348	5.96867573	112.8648649	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952775.1	Other			
OR952825.1_51_1223_1	1988	861	0.135575977	TRUE	5.829968449	353	5.762180461	114.4864865	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952825.1	Other			
OR952834.1_51_1223_1	1989	862	0.096666077	TRUE	5.898337894	354	5.850004856	114.8108108	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952834.1	Other			
OR952847.1_51_1238_1	1966	845	0.224987514	TRUE	5.588067251	338	5.475573494	109.6216216	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952847.1	Other			
OR952839.1_51_1220_1	1993	869	0.083148323	TRUE	5.902997759	347	5.861423597	112.5405405	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952839.1	Other			
OR952831.1_12_1190_1	1994	868	0.158265627	TRUE	6.085233819	349	6.006101006	113.1891892	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952831.1	Other			
OR952780.1_51_1229_1	1968	841	0.269148009	TRUE	5.790073942	340	5.655499938	110.2702703	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952780.1	Other			
OR952824.1_120_1304_1	2021	898	0.156251622	TRUE	5.159544786	193	5.081418975	62.59459459	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952824.1	Other			
OR952838.1_51_1235_1	1967	844	0.184761711	TRUE	5.623528	339	5.531147144	109.9459459	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952838.1	Other			
OR952840.1_51_1226_1	1986	860	0.31000299	TRUE	5.968463412	358	5.813461917	116.1081081	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952840.1	Other			
OR952781.1_51_1226_1	1987	858	0.247738231	TRUE	5.945666977	359	5.821797862	116.4324324	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952781.1	Other			
OR952779.1_153_1349_1	1926	801	0.127506067	TRUE	5.674613585	387	5.610860552	125.5135135	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952779.1	Other			
OR952843.1_51_1241_1	1965	839	0.341807711	TRUE	5.753502734	336	5.582598879	108.972973	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952843.1	Other			
OR952827.1_54_1247_1	1924	802	0.144068297	TRUE	5.564440211	384	5.492406062	124.5405405	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952827.1	Other			
OR952837.1_54_1253_1	1925	799	0.105617201	TRUE	5.576060301	385	5.5232517	124.8648649	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952837.1	Other			
SRR25288616_24264_	1926	800	0.253491928	TRUE	5.800599446	386	5.673853482	125.1891892	Scotophilus_kuhlii_associated	novel	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	SRR25288616	Other			
SRR25288812_64671_	1989	863	0.08737545	TRUE	5.889047268	355	5.845359543	115.1351351	Scotophilus_kuhlii_associated	novel	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	SRR25288812	Other			
SRR25288812_51618_	1920	793	0.152145264	TRUE	5.82702069	391	5.750948058	126.8108108	Scotophilus_kuhlii_associated	novel	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	SRR25288812	Other			
SRR25288600_363618_	2065	942	0.168083589	TRUE	5.622141005	130	5.53809921	42.16216216	Rousettus_leschenaultii_associated	novel	Bat	Bat	Rousettus_leschenaultii_associated	Rousettus_leschenaultii_associated	SRR25288600	Other			
PP711990.1_141_1340_1	2065	941	0.184776233	TRUE	5.638833649	129	5.546445532	41.83783784	Rousettus_associated	ncbi	Bat	Bat	Rousettus_associated	Rousettus_associated	PP711990.1	Other			
DQ366842.1_138_1334_1	2064	943	0.238705743	TRUE	5.520491133	128	5.401138262	41.51351351	Rousettus_aegyptiacus_associated	ncbi	Bat	Bat	Rousettus_aegyptiacus_associated	Rousettus_aegyptiacus_associated	DQ366842.1	Other			
OR952792.1_6_1199_1	1895	766	0.060184432	TRUE	5.972436788	413	5.942344572	133.9459459	Rhinolophus_sinicus_associated	ncbi	Bat	Bat	Rhinolophus_sinicus_associated	Rhinolophus_sinicus_associated	OR952792.1	Other			
