 ,node,branch.length,label,isTip,x,y,branch,angle,x10,status,generalization,broader_gen,specific_species,
2140,1023,0.447985236,KJ173785.1_117_1295_1,TRUE,5.12622645,90,4.902233832,29.18918919,Pygoscelis_adeliae_asspcoated,ncbi,Avian,Avian,Pygoscelis_adeliae_asspcoated,Pygoscelis_adeliae_asspcoated
2125,1011,0.423438951,KJ452243.1_54_1178_1,TRUE,5.576361272,100,5.364641797,32.43243243,Fulmarus_glacialis_associated,ncbi,Avian,Avian,Fulmarus_glacialis_associated,Fulmarus_glacialis_associated
2125,1010,0.454910625,MW888448.1_51_1190_1,TRUE,5.607832947,99,5.380377634,32.10810811,Anas_platyrhynchos_associated,ncbi,Avian,Avian,Anas_platyrhynchos_associated,Anas_platyrhynchos_associated
2148,1034,0.20216076,MK620303.1_66_1256_1,TRUE,4.427291815,79,4.326211435,25.62162162,Anas_platyrhynchos_associated,ncbi,Avian,Avian,Anas_platyrhynchos_associated,Anas_platyrhynchos_associated
2148,1033,0.232042846,KX147683.1_105_1298_1,TRUE,4.4571739,78,4.341152477,25.2972973,Duck_associated,ncbi,Avian,Avian,Duck_associated,Duck_associated
2161,1062,1.561986052,MZ602149.1_66_1355_1,TRUE,5.300607704,36,4.519614678,11.67567568,Larus_occidentalis_associated,ncbi,Avian,Avian,Larus_occidentalis_associated,Larus_occidentalis_associated
2134,1016,0.21641637,MK620304.1_72_1256_1,TRUE,5.162606885,91,5.0543987,29.51351351,Larus_smithsonianus_associated,ncbi,Avian,Avian,Larus_smithsonianus_associated,Larus_smithsonianus_associated
2138,1018,0.264763092,MK620331.1_66_1259_1,TRUE,5.224648567,96,5.092267021,31.13513514,Larus_smithsonianus_associated,ncbi,Avian,Avian,Larus_smithsonianus_associated,Larus_smithsonianus_associated
2136,1021,0.290784588,MK620302.1_300_1484_1,TRUE,5.086681534,94,4.94128924,30.48648649,Fratercula_arctica_associated,ncbi,Avian,Avian,Fratercula_arctica_associated,Fratercula_arctica_associated
1905,778,0.258713556,OR952784.1_81_1271_1,TRUE,5.920433971,401,5.791077193,130.0540541,Aselliscus_stoliczkanus_associated,ncbi,Bat,Bat,Aselliscus_stoliczkanus_associated,Aselliscus_stoliczkanus_associated
1996,873,0.140857488,BK066786.1_51_1235_1,TRUE,5.639560114,344,5.56913137,111.5675676,Barbastella_barbastellus_associated,ncbi,Bat,Bat,Barbastella_barbastellus_associated,Barbastella_barbastellus_associated
1937,812,0.443258943,KX434763.1_90_1286_1,TRUE,5.690337246,308,5.468707774,99.89189189,Bat_associated,ncbi,Bat,Bat,Bat_associated,Bat_associated
1975,847,0.154927999,BK066787.1_51_1226_1,TRUE,6.067807365,362,5.990343366,117.4054054,Bat_associated,ncbi,Bat,Bat,Bat_associated,Bat_associated
1985,857,0.093172974,ERR1301851_4027_,TRUE,5.848275523,357,5.801689036,115.7837838,Bat_associated,novel,Bat,Bat,Bat_associated,Bat_associated
1987,859,0.413958353,ERR1301530_3971_,TRUE,6.111887099,360,5.904907923,116.7567568,Bat_associated,novel,Bat,Bat,Bat_associated,Bat_associated
1995,870,0.152772007,ERR1301521_1469_,TRUE,5.832111688,345,5.755725685,111.8918919,Bat_associated,novel,Bat,Bat,Bat_associated,Bat_associated
1995,871,0.267635683,ERR1301447_2108_,TRUE,5.946975364,346,5.813157522,112.2162162,Bat_associated,novel,Bat,Bat,Bat_associated,Bat_associated
1911,790,0.450611735,OR952896.1_138_1361_1,TRUE,5.612894146,378,5.387588279,122.5945946,Chaerephon_plicatus_associated,ncbi,Bat,Bat,Chaerephon_plicatus_associated,Chaerephon_plicatus_associated
1906,781,0.251802606,SRR12232778_17800_,TRUE,5.641550491,396,5.515649188,128.4324324,Chalinolobus_gouldii_associated,novel,Bat,Bat,Chalinolobus_gouldii_associated,Chalinolobus_gouldii_associated
1938,814,0.571883312,SRR14860617_1712913_,TRUE,5.797955592,310,5.512013936,100.5405405,Desmodus_rotundus_associated,novel,Bat,Bat,Desmodus_rotundus_associated,Desmodus_rotundus_associated
2012,901,0.498051656,ERR2756792_1679_,TRUE,5.000144292,189,4.751118464,61.2972973,Desmodus_rotundus_associated,novel,Bat,Bat,Desmodus_rotundus_associated,Desmodus_rotundus_associated
2018,891,0.088990086,KC858264.1_57_1247_1,TRUE,5.284016338,196,5.239521294,63.56756757,Eptesicus_serotinus _associated,ncbi,Bat,Bat,Eptesicus_serotinus _associated,Eptesicus_serotinus _associated
1990,865,0.140501737,KC858265.1_51_1223_1,TRUE,5.626299789,350,5.55604892,113.5135135,Eptesicus_serotinus _associated,ncbi,Bat,Bat,Eptesicus_serotinus _associated,Eptesicus_serotinus _associated
1990,866,0.149869651,KC858263.1_51_1223_1,TRUE,5.635667702,351,5.560732877,113.8378378,Eptesicus_serotinus _associated,ncbi,Bat,Bat,Eptesicus_serotinus _associated,Eptesicus_serotinus _associated
1889,760,0.191212266,BK066482.1_51_1244_1,TRUE,5.975764762,421,5.880158629,136.5405405,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1881,762,0.361645324,JQ692938.1_123_1295_1,TRUE,5.89562913,418,5.714806468,135.5675676,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
2022,900,0.232700621,JQ814848.1_252_1436_1,TRUE,5.151838857,191,5.035488546,61.94594595,Miniopterus_schreibersii _associated,ncbi,Bat,Bat,Miniopterus_schreibersii _associated,Miniopterus_schreibersii _associated
1937,813,0.527067305,JX123128.1_252_1448_1,TRUE,5.774145608,309,5.510611955,100.2162162,Eidolon_helvum_associated,ncbi,Bat,Bat,Eidolon_helvum_associated,Eidolon_helvum_associated
1962,874,0.722955996,PP711991.1_84_1079_1,TRUE,5.694512044,335,5.333034046,108.6486486,Eidolon_associated,ncbi,Bat,Bat,Eidolon_associated,Eidolon_associated
2063,944,0.541323426,PP711994.1_153_1355_1,TRUE,5.654393142,127,5.383731429,41.18918919,Eidolon_associated,ncbi,Bat,Bat,Eidolon_associated,Eidolon_associated
1813,688,0.752006404,JX885601.1_78_1280_1,TRUE,5.751852507,272,5.375849305,88.21621622,Eidolon_helvum_associated,ncbi,Bat,Bat,Eidolon_helvum_associated,Eidolon_helvum_associated
1935,810,0.276067188,JX885598.1_0_1139_1,TRUE,5.640683348,306,5.502649754,99.24324324,Eidolon_helvum_associated,ncbi,Bat,Bat,Eidolon_helvum_associated,Eidolon_helvum_associated
1935,811,0.310186321,KX276954.1_45_1235_1,TRUE,5.674802482,307,5.519709321,99.56756757,Eidolon_helvum_associated,ncbi,Bat,Bat,Eidolon_helvum_associated,Eidolon_helvum_associated
1969,842,0.104172581,MT766314.1_51_1235_1,TRUE,5.675371315,341,5.623285024,110.5945946,Eptesicus_regulus_associated,ncbi,Bat,Bat,Eptesicus_regulus_associated,Eptesicus_regulus_associated
1847,722,0.381063352,OL704825.1_126_1328_1,TRUE,6.158659275,303,5.968127599,98.27027027,Eumops_bonariensis_associated,ncbi,Bat,Bat,Eumops_bonariensis_associated,Eumops_bonariensis_associated
1932,807,0.132688212,OL704824.1_93_1298_1,TRUE,5.79652504,372,5.730180934,120.6486486,Eumops_bonariensis_associated,ncbi,Bat,Bat,Eumops_bonariensis_associated,Eumops_bonariensis_associated
1886,758,0.212068841,OR952863.1_51_1241_1,TRUE,6.046326174,424,5.940291753,137.5135135,Hipposideros_armiger_associated,ncbi,Bat,Bat,Hipposideros_armiger_associated,Hipposideros_armiger_associated
1901,772,0.158576906,OR952922.1_84_1271_1,TRUE,6.03278217,403,5.953493717,130.7027027,Hipposideros_armiger_associated,ncbi,Bat,Bat,Hipposideros_armiger_associated,Hipposideros_armiger_associated
1893,763,0.24555869,OR952856.1_204_1397_1,TRUE,6.133218497,410,6.010439152,132.972973,Hipposideros_larvatus_associated,ncbi,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1893,764,0.066564373,SRR25288804Score_592.223_,TRUE,5.95422418,411,5.920941994,133.2972973,Hipposideros_larvatus_associated,novel,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1895,765,0.066440178,SRR25288807_3102_,TRUE,5.978692534,412,5.945472445,133.6216216,Hipposideros_larvatus_associated,novel,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1896,767,0.103633666,OR952851.1_84_1280_1,TRUE,6.047172268,414,5.995355435,134.2702703,Hipposideros_larvatus_associated,ncbi,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1901,773,0.059149811,OR952855.1_81_1265_1,TRUE,5.933355076,404,5.90378017,131.027027,Hipposideros_larvatus_associated,ncbi,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1903,775,0.366173303,OR952850.1_132_1328_1,TRUE,6.187449552,406,6.0043629,131.6756757,Hipposideros_larvatus_associated,ncbi,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1904,776,0.275629203,OR952853.1_321_1505_1,TRUE,6.070783022,407,5.932968421,132,Hipposideros_larvatus_associated,ncbi,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1904,777,0.252277603,OR952854.1_84_1274_1,TRUE,6.047431422,408,5.92129262,132.3243243,Hipposideros_larvatus_associated,ncbi,Bat,Bat,Hipposideros_larvatus_associated,Hipposideros_larvatus_associated
1898,768,0.084302093,SRR25288680_306181_,TRUE,6.16569488,416,6.123543833,134.9189189,Hipposideros_pomona_associated,novel,Bat,Bat,Hipposideros_pomona_associated,Hipposideros_pomona_associated
1898,769,0.04815124,OR952885.1_45_1235_1,TRUE,6.129544027,417,6.105468407,135.2432432,Hipposideros_pomona_associated,ncbi,Bat,Bat,Hipposideros_pomona_associated,Hipposideros_pomona_associated
1897,770,0.194922709,OR952886.1_63_1253_1,TRUE,6.214566077,415,6.117104723,134.5945946,Hipposideros_pomona_associated,ncbi,Bat,Bat,Hipposideros_pomona_associated,Hipposideros_pomona_associated
1891,771,0.357230806,OR952887.1_84_1274_1,TRUE,5.922029566,409,5.743414163,132.6486486,Hipposideros_pomona_associated,ncbi,Bat,Bat,Hipposideros_pomona_associated,Hipposideros_pomona_associated
1905,779,0.309147547,OR952890.1_30_1220_1,TRUE,5.970867963,402,5.816294189,130.3783784,Hipposideros_pomona_associated,ncbi,Bat,Bat,Hipposideros_pomona_associated,Hipposideros_pomona_associated
2015,890,0.190487354,OR952925.1_57_1235_1,TRUE,5.270413237,194,5.175169561,62.91891892,Ia_io_associated,ncbi,Bat,Bat,Ia_io_associated,Ia_io_associated
2018,892,0.237191138,OR952895.1_120_1310_1,TRUE,5.432217389,197,5.31362182,63.89189189,Ia_io_associated,ncbi,Bat,Bat,Ia_io_associated,Ia_io_associated
2017,893,0.178423293,OR952894.1_171_1361_1,TRUE,5.341786553,195,5.252574906,63.24324324,Ia_io_associated,ncbi,Bat,Bat,Ia_io_associated,Ia_io_associated
1903,774,0.505225332,OR952864.1_9_1196_1,TRUE,6.32650158,405,6.073888914,131.3513514,Miniopterus_pusillus_associated,ncbi,Bat,Bat,Miniopterus_pusillus_associated,Miniopterus_pusillus_associated
1256,129,0.145514882,BK066597.1_516_1694_1,TRUE,5.227584879,464,5.154827438,150.4864865,Molossus_associated,ncbi,Bat,Bat,Molossus_associated,Molossus_associated
1931,806,0.218075943,BK066831.1_93_1304_1,TRUE,6.099211631,377,5.990173659,122.2702703,Molossus_associated,ncbi,Bat,Bat,Molossus_associated,Molossus_associated
1932,808,0.22078236,BK066692.1_51_1256_1,TRUE,5.884619188,373,5.774228008,120.972973,Molossus_associated,ncbi,Bat,Bat,Molossus_associated,Molossus_associated
1848,720,0.11920074,SRR4201718_26205_,TRUE,5.974489949,304,5.914889579,98.59459459,Molossus_molossus_associated,novel,Bat,Bat,Molossus_molossus_associated,Molossus_molossus_associated
1848,721,0.175328667,SRR4201715_304_,TRUE,6.030617875,305,5.942953542,98.91891892,Molossus_molossus_associated,novel,Bat,Bat,Molossus_molossus_associated,Molossus_molossus_associated
1849,723,0.113972883,KX812447.1_174_1385_1,TRUE,5.913912637,301,5.856926196,97.62162162,Molossus_molossus_associated,ncbi,Bat,Bat,Molossus_molossus_associated,Molossus_molossus_associated
1849,724,0.176635836,OL704823.1_174_1382_1,TRUE,5.976575591,302,5.888257673,97.94594595,Molossus_molossus_associated,ncbi,Bat,Bat,Molossus_molossus_associated,Molossus_molossus_associated
1845,725,0.169293663,SRR4201715_11_,TRUE,5.794974831,300,5.710327999,97.2972973,Molossus_molossus_associated,novel,Bat,Bat,Molossus_molossus_associated,Molossus_molossus_associated
1931,805,0.341694014,SRR4201715_3155_,TRUE,6.222829701,376,6.051982695,121.9459459,Molossus_molossus_associated,novel,Bat,Bat,Molossus_molossus_associated,Molossus_molossus_associated
1938,815,0.753808961,SRR9703484_10495_,TRUE,5.979881242,311,5.602976761,100.8648649,Monophyllus_redmani_associated,novel,Bat,Bat,Monophyllus_redmani_associated,Monophyllus_redmani_associated
1844,718,0.630496611,PP711989.1_225_1451_1,TRUE,6.307859455,298,5.992611149,96.64864865,Mops_associated,ncbi,Bat,Bat,Mops_associated,Mops_associated
1256,128,0.19339168,SRR25288764_68983_,TRUE,5.275461677,463,5.178765837,150.1621622,Mops_plicatus_associated,novel,Bat,Bat,Mops_plicatus_associated,Mops_plicatus_associated
1255,130,0.267570967,SRR25288764_13700_,TRUE,5.222974603,462,5.08918912,149.8378378,Mops_plicatus_associated,novel,Bat,Bat,Mops_plicatus_associated,Mops_plicatus_associated
1844,719,0.513019583,SRR25288764_21803_,TRUE,6.190382426,299,5.933872635,96.97297297,Mops_plicatus_associated,novel,Bat,Bat,Mops_plicatus_associated,Mops_plicatus_associated
1908,783,0.124084123,OR952893.1_126_1328_1,TRUE,5.791437157,399,5.729395095,129.4054054,Myotis_adversus_associated,ncbi,Bat,Bat,Myotis_adversus_associated,Myotis_adversus_associated
1917,798,0.254474282,SRR25288535_46_,TRUE,5.67507259,388,5.547835448,125.8378378,Myotis_altarium_associated,novel,Bat,Bat,Myotis_altarium_associated,Myotis_altarium_associated
1908,782,0.094524771,OR952860.1_132_1334_1,TRUE,5.761877805,398,5.71461542,129.0810811,Myotis_ricketti_associated,ncbi,Bat,Bat,Myotis_ricketti_associated,Myotis_ricketti_associated
2189,1077,0.473421703,OR952861.1_69_1205_1,TRUE,5.926578046,33,5.689867194,10.7027027,Myotis_ricketti_associated,ncbi,Bat,Bat,Myotis_ricketti_associated,Myotis_ricketti_associated
2190,1079,0.22777305,OR952862.1_51_1187_1,TRUE,5.895681703,35,5.781795178,11.35135135,Myotis_ricketti_associated,ncbi,Bat,Bat,Myotis_ricketti_associated,Myotis_ricketti_associated
1996,872,0.147667636,OR952891.1_147_1331_1,TRUE,5.646370262,343,5.572536444,111.2432432,Myotis_siligorensis_associated,ncbi,Bat,Bat,Myotis_siligorensis_associated,Myotis_siligorensis_associated
1720,592,0.108838417,OQ274130.1_84_1298_1,TRUE,6.235561891,596,6.181142683,193.2972973,Neophocaena_asiaeorientalis_associated,ncbi,Bat,Bat,Neophocaena_asiaeorientalis_associated,Neophocaena_asiaeorientalis_associated
1719,594,0.070972717,OQ274131.1_87_1298_1,TRUE,6.149487703,595,6.114001344,192.972973,Neophocaena_asiaeorientalis_associated,ncbi,Bat,Bat,Neophocaena_asiaeorientalis_associated,Neophocaena_asiaeorientalis_associated
1776,649,0.104772703,OQ274127.1_138_1355_1,TRUE,5.949598857,625,5.897212506,202.7027027,Neophocaena_asiaeorientalis_associated,ncbi,Bat,Bat,Neophocaena_asiaeorientalis_associated,Neophocaena_asiaeorientalis_associated
1777,652,0.204834092,OQ274129.1_177_1397_1,TRUE,5.945952332,620,5.843535286,201.0810811,Neophocaena_asiaeorientalis_associated,ncbi,Bat,Bat,Neophocaena_asiaeorientalis_associated,Neophocaena_asiaeorientalis_associated
1779,655,0.124514675,OQ274128.1_132_1349_1,TRUE,5.76303339,618,5.700776053,200.4324324,Neophocaena_asiaeorientalis_associated,ncbi,Bat,Bat,Neophocaena_asiaeorientalis_associated,Neophocaena_asiaeorientalis_associated
1907,784,0.184882762,OR952823.1_87_1295_1,TRUE,5.706002899,397,5.613561518,128.7567568,Pipistrellus_abramus_associated,ncbi,Bat,Bat,Pipistrellus_abramus_associated,Pipistrellus_abramus_associated
1972,864,0.465143918,SRR25288757_173498_,TRUE,5.903687616,352,5.671115657,114.1621622,Pipistrellus_associated,novel,Bat,Bat,Pipistrellus_associated,Pipistrellus_associated
2064,943,0.238705743,DQ366842.1_138_1334_1,TRUE,5.520491133,128,5.401138262,41.51351351,Rousettus_aegyptiacus_associated,ncbi,Bat,Bat,Rousettus_aegyptiacus_associated,Rousettus_aegyptiacus_associated
2062,945,0.683925993,KX276956.1_159_1352_1,TRUE,5.647645137,126,5.30568214,40.86486486,Eidolon_helvum_associated,ncbi,Bat,Bat,Eidolon_helvum_associated,Eidolon_helvum_associated
2061,946,0.73898819,KX276957.1_117_1319_1,TRUE,5.616075457,125,5.246581362,40.54054054,Eidolon_helvum_associated,ncbi,Bat,Bat,Eidolon_helvum_associated,Eidolon_helvum_associated
1814,684,0.397155112,OR427310.1_132_1325_1,TRUE,5.518621658,273,5.320044102,88.54054054,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1834,707,0.187022915,OR952800.1_87_1286_1,TRUE,5.856990107,271,5.76347865,87.89189189,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1867,731,0.245653132,OR952804.1_75_1268_1,TRUE,6.186256689,436,6.063430123,141.4054054,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1865,734,0.354259645,OR952806.1_84_1292_1,TRUE,6.227123421,434,6.049993599,140.7567568,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1873,738,0.064101306,OR952803.1_114_1310_1,TRUE,6.220299196,442,6.188248542,143.3513514,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1873,739,0.102142895,SRR25288841_314141_,TRUE,6.258340785,443,6.207269337,143.6756757,Rhinolophus_affinis_associated,novel,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1872,740,0.148999207,SRR25288841_297484_,TRUE,6.156795496,441,6.082295892,143.027027,Rhinolophus_affinis_associated,novel,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1877,744,0.170821328,SRR25288481_627694_,TRUE,6.315442493,449,6.230031828,145.6216216,Rhinolophus_affinis_associated,novel,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1885,753,0.161237915,OR952799.1_57_1253_1,TRUE,6.291385626,422,6.210766669,136.8648649,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1889,759,0.226910879,OR952801.1_54_1247_1,TRUE,6.011463376,420,5.898007936,136.2162162,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1950,820,0.251477118,OR952918.1_126_1325_1,TRUE,5.838974997,332,5.713236438,107.6756757,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1959,829,0.213236906,OR952919.1_99_1292_1,TRUE,5.882710467,320,5.776092014,103.7837838,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1960,833,0.221425796,OR952805.1_87_1286_1,TRUE,5.771985087,316,5.66127219,102.4864865,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1941,837,0.339591777,OR952802.1_102_1286_1,TRUE,5.508074071,313,5.338278182,101.5135135,Rhinolophus_affinis_associated,ncbi,Bat,Bat,Rhinolophus_affinis_associated,Rhinolophus_affinis_associated
1816,687,0.258836325,BK066590.1_81_1289_1,TRUE,5.739088923,276,5.609670761,89.51351351,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1866,733,0.145749065,OR952773.1_114_1304_1,TRUE,6.052499582,435,5.979625049,141.0810811,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1870,737,0.128386105,OR952772.1_84_1274_1,TRUE,6.159089439,438,6.094896387,142.0540541,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1878,746,0.188144754,SRR25288749_19367_,TRUE,6.230555805,445,6.136483428,144.3243243,Rhinolophus_associated,novel,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1951,821,0.062018541,OR952920.1_123_1325_1,TRUE,5.6951475,333,5.664138229,108,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1959,830,0.164959233,OR952807.1_87_1259_1,TRUE,5.834432794,321,5.751953177,104.1081081,Rhinolophus_associated,ncbi,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1957,832,0.102633932,SRR25288825_178043_,TRUE,5.637960866,318,5.5866439,103.1351351,Rhinolophus_associated,novel,Bat,Bat,Rhinolophus_associated,Rhinolophus_associated
1253,126,0.038748662,BK066355.1_237_1415_1,TRUE,5.163312457,465,5.143938126,150.8108108,"Rhinolophus_ferrumequinum	_associated",ncbi,Bat,Bat,"Rhinolophus_ferrumequinum	_associated","Rhinolophus_ferrumequinum	_associated"
1815,685,0.280357048,SRR25288767_525095_,TRUE,5.594196775,274,5.454018251,88.86486486,Rhinolophus_ferrumequinum_associated,novel,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
1816,686,0.175107397,SRR25288772_849_,TRUE,5.655359996,275,5.567806297,89.18918919,Rhinolophus_ferrumequinum_associated,novel,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
1832,708,0.532740056,OR952911.1_114_1310_1,TRUE,5.74092698,268,5.474556952,86.91891892,Rhinolophus_ferrumequinum_associated,ncbi,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
1863,747,0.257491521,OR952928.1_57_1262_1,TRUE,6.062975942,433,5.934230181,140.4324324,Rhinolophus_ferrumequinum_associated,ncbi,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
1862,748,0.194320098,OR952924.1_117_1307_1,TRUE,5.925909925,432,5.828749876,140.1081081,Rhinolophus_ferrumequinum_associated,ncbi,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
1888,756,0.201621964,OR952902.1_72_1256_1,TRUE,6.271308982,427,6.170498,138.4864865,Rhinolophus_ferrumequinum_associated,ncbi,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
1882,761,0.406016704,OR952909.1_9_1214_1,TRUE,6.018957952,419,5.8159496,135.8918919,Rhinolophus_ferrumequinum_associated,ncbi,Bat,Bat,Rhinolophus_ferrumequinum_associated,Rhinolophus_ferrumequinum_associated
